"URL","Uniprot ID","Source","Tissue","NumericValue","QualitativeValue","Confidence","Evidence"
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Frontal Cortex",1.614859,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Testis",1.511979,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Ovary",1.417995,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","CD8 Cells",1.33369,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Fetal Ovary",1.32275,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","CD4 Cells",1.290761,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Spinal Cord",1.264166,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","NK Cells",1.191308,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Fetal Heart",1.130427,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Retina",0.933241,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Fetal Testis",0.920275,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Fetal Gut",0.82689,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","B Cells",0.782802,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein",Monocytes,0.65233,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Adrenal",0.616042,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Fetal Liver",0.542768,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Rectum",0.491922,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Colon",0.488712,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Gallbladder",0.45744,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Pancreas",0.456093,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Liver",0.405968,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Urinary Bladder",0.094078,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPM Protein","Adult Prostate",0.059741,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM","Adrenal gland",0.0,null,0.6,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM","Blood platelet",0.0,null,1.5,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Brain,0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Colon,0.0,null,0.6,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM","Frontal lobe",0.0,null,1.6,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM","Gall bladder",0.0,null,0.6,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Gut,0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Heart,0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Liver,0.0,null,0.7,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",B-lymphocyte,0.0,null,0.6,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM","Natural killer cell",0.0,null,1.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Ovary,0.0,null,1.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Pancreas,0.0,null,0.6,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Placenta,0.0,null,0.5,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM","Prostate gland",0.0,null,0.6,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Rectum,0.0,null,0.6,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Retina,0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM","Spinal cord",0.0,null,1.1,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",Testis,0.0,null,1.1,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM","Urinary bladder",0.0,null,0.5,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",BTO:0004410,0.0,null,1.4,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"JensenLab Experiment HPM",BTO:0005453,0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","adipose tissue",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","adrenal gland",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",appendix,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","bone marrow",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",breast,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","cerebral cortex",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","cervix, uterine",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",colon,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",duodenum,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",endometrium,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",epididymis,0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",esophagus,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","fallopian tube",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",gallbladder,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","heart muscle",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",kidney,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",liver,0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",lung,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","lymph node",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",ovary,0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",pancreas,0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","parathyroid gland",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",placenta,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",prostate,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",rectum,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","salivary gland",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","seminal vesicle",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","skeletal muscle",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",skin,0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","small intestine",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","smooth muscle",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",spleen,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",stomach,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",testis,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","thyroid gland",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA",tonsil,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"HPA RNA","urinary bladder",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Liver and Pancreas",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Digestive Tract",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Urinary Tract",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Endocrine System",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Blood and immune system",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Respiratory system",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Female tissues",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Male tissues",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Skin and soft tissues",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Nervous System",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,Consensus,"Cardiovascular System",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Spleen,1.818721,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Cerebellum",1.775683,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Lung,1.75473,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Uterus,1.752778,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Testis,1.747218,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Cerebellar Hemisphere",1.732474,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Nerve - Tibial",1.625672,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Thyroid,1.618414,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Pituitary,1.612519,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Adipose - Subcutaneous",1.611829,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Breast - Mammary Tissue",1.602603,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Adipose - Visceral (Omentum)",1.586812,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Ovary,1.565139,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Vagina,1.552607,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Adrenal Gland",1.536306,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Cortex",1.485224,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Small Intestine - Terminal Ileum",1.479863,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Frontal Cortex (BA9)",1.473487,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Prostate,1.471732,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Esophagus - Gastroesophageal Junction",1.453318,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Artery - Coronary",1.448088,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Esophagus - Muscularis",1.445137,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Skin - Sun Exposed (Lower leg)",1.418964,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Nucleus accumbens (basal ganglia)",1.403807,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Colon - Sigmoid",1.399328,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Anterior cingulate cortex (BA24)",1.392873,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Skin - Not Sun Exposed (Suprapubic)",1.391023,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Artery - Aorta",1.381296,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Artery - Tibial",1.37005,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Hypothalamus",1.366143,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Spinal cord (cervical c-1)",1.338954,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Cells - Transformed fibroblasts",1.338755,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Caudate (basal ganglia)",1.332236,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Minor Salivary Gland",1.325721,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Esophagus - Mucosa",1.312495,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Amygdala",1.292367,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Hippocampus",1.286793,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Cells - EBV-transformed lymphocytes",1.271144,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Stomach,1.256477,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Putamen (basal ganglia)",1.252853,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Brain - Substantia nigra",1.228913,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Colon - Transverse",1.153205,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Heart - Atrial Appendage",1.149835,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Kidney - Cortex",1.1358,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Heart - Left Ventricle",1.002404,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Whole Blood",0.98209,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,"Muscle - Skeletal",0.948706,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Pancreas,0.946157,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,GTEx,Liver,0.893568,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Adult Esophagus",1.206978,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","CD8 Cells",1.120808,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Fetal Brain",1.105487,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Adult Frontal Cortex",1.030701,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","NK Cells",1.025007,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Adult Testis",0.925282,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Adult Urinary Bladder",0.902039,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Adult Adrenal",0.793782,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein",Platelets,0.685103,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Fetal Gut",0.680212,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Adult Retina",0.642475,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Fetal Heart",0.634642,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Adult Ovary",0.615549,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","CD4 Cells",0.612852,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"HPM Protein","Adult Spinal Cord",0.593996,Medium,0.0,,
