"URL","Uniprot ID","Source","Tissue","NumericValue","QualitativeValue","Confidence","Evidence"
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Brain - Frontal Cortex (BA9)",0.160469,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Brain - Hypothalamus",0.140979,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Colon - Sigmoid",0.115278,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Minor Salivary Gland",0.091315,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Breast - Mammary Tissue",0.085291,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Adrenal Gland",0.069668,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Esophagus - Muscularis",0.064458,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Small Intestine - Terminal Ileum",0.029789,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Esophagus - Gastroesophageal Junction",0.001236,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,Stomach,-0.032218,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Brain - Anterior cingulate cortex (BA24)",-0.050854,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Brain - Caudate (basal ganglia)",-0.058737,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,Lung,-0.065704,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Esophagus - Mucosa",-0.077872,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Adipose - Visceral (Omentum)",-0.125084,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Adipose - Subcutaneous",-0.199008,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Brain - Substantia nigra",-0.236722,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,Spleen,-0.249839,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Heart - Atrial Appendage",-0.272621,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Brain - Putamen (basal ganglia)",-0.299037,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Brain - Amygdala",-0.301465,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Brain - Hippocampus",-0.321209,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Brain - Spinal cord (cervical c-1)",-0.342275,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,Pancreas,-0.353498,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,Liver,-0.525857,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Cells - EBV-transformed lymphocytes",-0.533577,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Muscle - Skeletal",-0.656986,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Heart - Left Ventricle",-1.348625,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,GTEx,"Whole Blood",-1.871116,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","CD8 Cells",1.353179,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","CD4 Cells",1.248552,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","NK Cells",1.204113,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Fetal Ovary",1.14978,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","B Cells",1.133746,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Fetal Gut",1.039836,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Liver",1.008028,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Colon",0.975284,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Pancreas",0.952758,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein",Monocytes,0.924807,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Adrenal",0.842819,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Fetal Liver",0.73752,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Fetal Heart",0.615769,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Frontal Cortex",0.60637,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Rectum",0.575715,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Testis",0.554839,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Retina",0.548737,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Ovary",0.5401,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Spinal Cord",0.534567,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Prostate",0.480713,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Gallbladder",0.45744,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Fetal Brain",0.445657,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein",Platelets,0.427341,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Fetal Testis",0.376207,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Lung",0.311519,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPM Protein","Adult Urinary Bladder",0.259367,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM","Adrenal gland",0.0,null,0.9,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM","Blood platelet",0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Brain,0.0,null,0.6,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Colon,0.0,null,1.2,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM","Frontal lobe",0.0,null,0.9,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM","Gall bladder",0.0,null,0.6,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Gut,0.0,null,1.1,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Heart,0.0,null,0.9,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Liver,0.0,null,0.9,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Lung,0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",B-lymphocyte,0.0,null,1.1,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Monocyte,0.0,null,0.7,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM","Natural killer cell",0.0,null,1.2,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Ovary,0.0,null,1.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Pancreas,0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM","Prostate gland",0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Rectum,0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Retina,0.0,null,0.7,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM","Spinal cord",0.0,null,0.8,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",Testis,0.0,null,1.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM","Urinary bladder",0.0,null,0.7,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",BTO:0004410,0.0,null,1.2,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"JensenLab Experiment HPM",BTO:0005453,0.0,null,1.2,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","adipose tissue",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","adrenal gland",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",appendix,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","bone marrow",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",breast,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","cerebral cortex",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","cervix, uterine",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",colon,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",duodenum,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",endometrium,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",epididymis,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",esophagus,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","fallopian tube",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",gallbladder,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","heart muscle",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",kidney,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",liver,0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",lung,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","lymph node",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",ovary,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",pancreas,0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","parathyroid gland",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",placenta,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",prostate,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",rectum,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","salivary gland",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","seminal vesicle",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","skeletal muscle",0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",skin,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","small intestine",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","smooth muscle",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",spleen,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",stomach,0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",testis,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","thyroid gland",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA",tonsil,0.0,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q9UK32,Q9UK32,"HPA RNA","urinary bladder",0.0,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,Consensus,"Endocrine System",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,Consensus,"Digestive Tract",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,Consensus,"Skin and soft tissues",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,Consensus,"Blood and immune system",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Testis,-0.450016,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Spleen,-0.634418,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Ovary,-0.66354,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Nerve - Tibial",-0.73838,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Cerebellar Hemisphere",-0.748605,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Cerebellum",-0.775467,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Skin - Sun Exposed (Lower leg)",-0.866461,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Uterus,-0.900319,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Lung,-0.915781,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Vagina,-0.920819,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Muscle - Skeletal",-0.973875,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Prostate,-0.976542,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Skin - Not Sun Exposed (Suprapubic)",-0.980053,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Artery - Coronary",-1.028678,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Small Intestine - Terminal Ileum",-1.034798,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Artery - Aorta",-1.041245,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Artery - Tibial",-1.092105,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Adipose - Visceral (Omentum)",-1.092508,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Adrenal Gland",-1.09729,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Adipose - Subcutaneous",-1.100672,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Thyroid,-1.113932,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Colon - Transverse",-1.163929,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Colon - Sigmoid",-1.179076,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Spinal cord (cervical c-1)",-1.183958,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Esophagus - Gastroesophageal Junction",-1.196065,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Pituitary,-1.211973,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Breast - Mammary Tissue",-1.218604,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Minor Salivary Gland",-1.222754,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Nucleus accumbens (basal ganglia)",-1.236347,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Hypothalamus",-1.306361,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Stomach,-1.325139,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Caudate (basal ganglia)",-1.336959,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Esophagus - Muscularis",-1.348722,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Hippocampus",-1.39756,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Esophagus - Mucosa",-1.399899,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Frontal Cortex (BA9)",-1.401866,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Heart - Atrial Appendage",-1.416235,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Cortex",-1.421475,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Amygdala",-1.450445,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Putamen (basal ganglia)",-1.468393,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Whole Blood",-1.470955,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Substantia nigra",-1.483068,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Cells - Transformed fibroblasts",-1.536854,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Brain - Anterior cingulate cortex (BA24)",-1.537153,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Kidney - Cortex",-1.565639,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Heart - Left Ventricle",-1.762959,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Liver,-1.814175,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,Pancreas,-1.983803,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,GTEx,"Cells - EBV-transformed lymphocytes",-2.033764,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Adult Retina",1.147398,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Adult Ovary",0.475408,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Adult Frontal Cortex",0.471396,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Adult Pancreas",0.456093,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Adult Adrenal",0.444879,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Adult Liver",0.352676,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Fetal Ovary",0.25576,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Fetal Gut",0.204824,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Fetal Liver",0.131861,Medium,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Adult Colon",0.118529,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","CD8 Cells",0.089468,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPM Protein","Adult Prostate",0.059741,Low,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"JensenLab Experiment HPM",Retina,0.0,null,1.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"JensenLab Experiment HPM",BTO:0004410,0.0,null,0.6,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPA RNA",appendix,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPA RNA","bone marrow",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPA RNA","parathyroid gland",0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPA RNA",skin,0.0,High,0.0,,
https://pharos.nih.gov/idg/targets/Q8WTQ7,Q8WTQ7,"HPA RNA",testis,0.0,High,0.0,,
