"URL","Uniprot ID","Data Source","Data Source URL","Data Type","Attribute Group","Attribute Type","CDF"
https://pharos.nih.gov/idg/targets/P30939,P30939,"CTD Gene-Chemical Interactions",http://ctdbase.org/,"physical interactions",chemical,chemical,0.422182186789957
https://pharos.nih.gov/idg/targets/P30939,P30939,"Allen Brain Atlas Developing Human Brain Tissue Gene Expression Profiles by Microarray",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.621548944937604
https://pharos.nih.gov/idg/targets/P30939,P30939,"DrugBank Drug Targets",http://www.drugbank.ca/,"physical interactions",chemical,drug,0.597641605471354
https://pharos.nih.gov/idg/targets/P30939,P30939,"TCGA Signatures of Differentially Expressed Genes for Tumors",https://tcga-data.nci.nih.gov/tcga/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.0738051111271109
https://pharos.nih.gov/idg/targets/P30939,P30939,"TargetScan Predicted Nonconserved microRNA Targets",http://www.targetscan.org/,genomics,"gene, protein or microRNA",microRNA,0.939980533190524
https://pharos.nih.gov/idg/targets/P30939,P30939,"LOCATE Curated Protein Localization Annotations",http://locate.imb.uq.edu.au/,proteomics,"functional term, phrase or reference","cellular component",0.14137922868249
https://pharos.nih.gov/idg/targets/P30939,P30939,"GO Biological Process Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","biological process",0.251574197666025
https://pharos.nih.gov/idg/targets/P30939,P30939,"CCLE Cell Line Gene Expression Profiles",http://www.broadinstitute.org/ccle/home,transcriptomics,"cell line, cell type or tissue","cell line",0.759018666386677
https://pharos.nih.gov/idg/targets/P30939,P30939,"TargetScan Predicted Conserved microRNA Targets",http://www.targetscan.org/,genomics,"gene, protein or microRNA",microRNA,0.358085444779449
https://pharos.nih.gov/idg/targets/P30939,P30939,"GWASdb SNP-Disease Associations",http://jjwanglab.org/gwasdb,"disease or phenotype associations","disease, phenotype or trait",disease,0.551839907551261
https://pharos.nih.gov/idg/targets/P30939,P30939,"LOCATE Predicted Protein Localization Annotations",http://locate.imb.uq.edu.au/,proteomics,"functional term, phrase or reference","cellular component",0.114953724135193
https://pharos.nih.gov/idg/targets/P30939,P30939,"CCLE Cell Line Gene CNV Profiles",http://www.broadinstitute.org/ccle/home,genomics,"cell line, cell type or tissue","cell line",0.61940968388513
https://pharos.nih.gov/idg/targets/P30939,P30939,"CTD Gene-Disease Associations",http://ctdbase.org/,"disease or phenotype associations","disease, phenotype or trait",disease,0.27346155637439
https://pharos.nih.gov/idg/targets/P30939,P30939,"Roadmap Epigenomics Histone Modification Site Profiles",http://www.roadmapepigenomics.org/,genomics,"molecular profile","histone modification site profile",0.108002479674849
https://pharos.nih.gov/idg/targets/P30939,P30939,"ENCODE Histone Modification Site Profiles",https://www.encodeproject.org/,genomics,"molecular profile","histone modification site profile",0.06721841323426
https://pharos.nih.gov/idg/targets/P30939,P30939,"CHEA Transcription Factor Targets",http://amp.pharm.mssm.edu/lib/chea.jsp,genomics,"gene, protein or microRNA","transcription factor",0.241320371903254
https://pharos.nih.gov/idg/targets/P30939,P30939,"TISSUES Curated Tissue Protein Expression Evidence Scores",http://tissues.jensenlab.org/Search,"structural or functional annotations","cell line, cell type or tissue",tissue,0.105937153005629
https://pharos.nih.gov/idg/targets/P30939,P30939,"GO Molecular Function Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","molecular function",0.633311064262904
https://pharos.nih.gov/idg/targets/P30939,P30939,"ESCAPE Omics Signatures of Genes and Proteins for Stem Cells",http://www.maayanlab.net/ESCAPE/,transcriptomics,"functional term, phrase or reference",PubMedID,0.783430832901012
https://pharos.nih.gov/idg/targets/P30939,P30939,"GEO Signatures of Differentially Expressed Genes for Transcription Factor Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","transcription factor perturbation",0.161562652896256
https://pharos.nih.gov/idg/targets/P30939,P30939,"KEGG Pathways",http://www.genome.jp/kegg/,"structural or functional annotations","functional term, phrase or reference",pathway,0.313489038948111
https://pharos.nih.gov/idg/targets/P30939,P30939,"GO Cellular Component Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","cellular component",0.286508997301141
https://pharos.nih.gov/idg/targets/P30939,P30939,"GEO Signatures of Differentially Expressed Genes for Diseases",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"disease, phenotype or trait","disease perturbation",0.201835917408718
https://pharos.nih.gov/idg/targets/P30939,P30939,"COMPARTMENTS Text-mining Protein Localization Evidence Scores",http://compartments.jensenlab.org/Search,"structural or functional annotations","functional term, phrase or reference","cellular component",0.434896165167723
https://pharos.nih.gov/idg/targets/P30939,P30939,"TRANSFAC Predicted Transcription Factor Targets",http://www.gene-regulation.com/,genomics,"gene, protein or microRNA","transcription factor",0.619143903573662
https://pharos.nih.gov/idg/targets/P30939,P30939,"HPA Tissue Gene Expression Profiles",http://www.proteinatlas.org/,transcriptomics,"cell line, cell type or tissue",tissue,0.109503355983561
https://pharos.nih.gov/idg/targets/P30939,P30939,"COMPARTMENTS Curated Protein Localization Evidence Scores",http://compartments.jensenlab.org/Search,"structural or functional annotations","functional term, phrase or reference","cellular component",0.265612670949681
https://pharos.nih.gov/idg/targets/P30939,P30939,"MotifMap Predicted Transcription Factor Targets",http://motifmap.ics.uci.edu/,genomics,"gene, protein or microRNA","transcription factor",0.0806498182348655
https://pharos.nih.gov/idg/targets/P30939,P30939,"GeneRIF Biological Term Annotations",ftp://ftp.ncbi.nih.gov/gene/GeneRIF/,"structural or functional annotations","functional term, phrase or reference","biological term",0.327028366891537
https://pharos.nih.gov/idg/targets/P30939,P30939,"Klijn et al., Nat. Biotechnol., 2015 Cell Line Gene CNV Profiles",,genomics,"cell line, cell type or tissue","cell line",0.54467818205912
https://pharos.nih.gov/idg/targets/P30939,P30939,"TISSUES Text-mining Tissue Protein Expression Evidence Scores",http://tissues.jensenlab.org/Search,"structural or functional annotations","cell line, cell type or tissue",tissue,0.552243567750115
https://pharos.nih.gov/idg/targets/P30939,P30939,"MSigDB Signatures of Differentially Expressed Genes for Cancer Gene Perturbations",http://www.broadinstitute.org/gsea/msigdb/index.jsp,transcriptomics,"gene, protein or microRNA","gene perturbation",0.21273306637874
https://pharos.nih.gov/idg/targets/P30939,P30939,"ENCODE Transcription Factor Binding Site Profiles",https://www.encodeproject.org/,genomics,"molecular profile","transcription factor binding site profile",0.0765842596898268
https://pharos.nih.gov/idg/targets/P30939,P30939,"Guide to Pharmacology Chemical Ligands of Receptors",http://www.guidetopharmacology.org/,"physical interactions",chemical,"ligand (chemical)",0.966572736675107
https://pharos.nih.gov/idg/targets/P30939,P30939,"Pathway Commons Protein-Protein Interactions",http://www.pathwaycommons.org/,"physical interactions","gene, protein or microRNA","interacting protein",0.317954768853782
https://pharos.nih.gov/idg/targets/P30939,P30939,"GEO Signatures of Differentially Expressed Genes for Viral Infections",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,organism,"virus perturbation",0.241449975862498
https://pharos.nih.gov/idg/targets/P30939,P30939,"HPA Tissue Protein Expression Profiles",http://www.proteinatlas.org/,proteomics,"cell line, cell type or tissue",tissue,0.983330984077408
https://pharos.nih.gov/idg/targets/P30939,P30939,"BioGPS Human Cell Type and Tissue Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell type or tissue",0.407912404300427
https://pharos.nih.gov/idg/targets/P30939,P30939,"Allen Brain Atlas Adult Human Brain Tissue Gene Expression Profiles",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue",tissue,0.0010728926697298
https://pharos.nih.gov/idg/targets/P30939,P30939,"BioGPS Cell Line Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell line",0.707161215590522
https://pharos.nih.gov/idg/targets/P30939,P30939,"CMAP Signatures of Differentially Expressed Genes for Small Molecules",https://www.broadinstitute.org/cmap/,transcriptomics,chemical,"small molecule perturbation",0.688822142417407
https://pharos.nih.gov/idg/targets/P30939,P30939,"ENCODE Transcription Factor Targets",https://www.encodeproject.org/,genomics,"gene, protein or microRNA","transcription factor",0.0401528327427833
https://pharos.nih.gov/idg/targets/P30939,P30939,"InterPro Predicted Protein Domain Annotations",http://www.ebi.ac.uk/interpro/,"structural or functional annotations","structural feature","protein domain",0.575546612337905
https://pharos.nih.gov/idg/targets/P30939,P30939,"TRANSFAC Curated Transcription Factor Targets",http://www.gene-regulation.com/,genomics,"gene, protein or microRNA","transcription factor",0.248131304790113
https://pharos.nih.gov/idg/targets/P30939,P30939,"COSMIC Cell Line Gene Mutation Profiles",http://cancer.sanger.ac.uk/cancergenome/projects/cosmic/,genomics,"cell line, cell type or tissue","cell line",0.408602392867156
https://pharos.nih.gov/idg/targets/P30939,P30939,"HPA Tissue Sample Gene Expression Profiles",http://www.proteinatlas.org/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.569764993158038
https://pharos.nih.gov/idg/targets/P30939,P30939,"HuGE Navigator Gene-Phenotype Associations",https://phgkb.cdc.gov/PHGKB/hNHome.action,"disease or phenotype associations","disease, phenotype or trait",phenotype,0.445160525273466
https://pharos.nih.gov/idg/targets/P30939,P30939,"GEO Signatures of Differentially Expressed Genes for Small Molecules",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,chemical,"small molecule perturbation",0.204810747045185
https://pharos.nih.gov/idg/targets/P30939,P30939,"GEO Signatures of Differentially Expressed Genes for Gene Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","gene perturbation",0.760391928652822
https://pharos.nih.gov/idg/targets/P30939,P30939,"CHEA Transcription Factor Binding Site Profiles",http://amp.pharm.mssm.edu/lib/chea.jsp,genomics,"molecular profile","transcription factor binding site profile",0.280244922358515
https://pharos.nih.gov/idg/targets/P30939,P30939,"GTEx Tissue Sample Gene Expression Profiles",http://www.gtexportal.org/home/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.976469454264327
https://pharos.nih.gov/idg/targets/P30939,P30939,"Hub Proteins Protein-Protein Interactions",,"physical interactions","gene, protein or microRNA","hub protein",0.262826490101019
https://pharos.nih.gov/idg/targets/P30939,P30939,"DISEASES Experimental Gene-Disease Assocation Evidence Scores",http://diseases.jensenlab.org/Search,"disease or phenotype associations","disease, phenotype or trait",disease,0.166497120838895
https://pharos.nih.gov/idg/targets/P30939,P30939,"GEO Signatures of Differentially Expressed Genes for Kinase Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","kinase perturbation",0.100485926732198
https://pharos.nih.gov/idg/targets/P30939,P30939,"GDSC Cell Line Gene Expression Profiles",http://www.cancerrxgene.org/,transcriptomics,"cell line, cell type or tissue","cell line",0.423457150897934
https://pharos.nih.gov/idg/targets/P41595,P41595,"GeneSigDB Published Gene Signatures",http://www.genesigdb.org,transcriptomics,"functional term, phrase or reference",PubMedID,0.584308442243956
https://pharos.nih.gov/idg/targets/P41595,P41595,"Reactome Pathways",http://www.reactome.org,"structural or functional annotations","functional term, phrase or reference",pathway,0.522088666152002
https://pharos.nih.gov/idg/targets/P41595,P41595,"MPO Gene-Phenotype Associations",http://www.informatics.jax.org/phenotypes.shtml,"disease or phenotype associations","disease, phenotype or trait",phenotype,0.560353030926975
https://pharos.nih.gov/idg/targets/P41595,P41595,"GAD High Level Gene-Disease Associations",http://geneticassociationdb.nih.gov/,"disease or phenotype associations","disease, phenotype or trait",disease,0.689250851113796
https://pharos.nih.gov/idg/targets/P41595,P41595,"BioGPS Mouse Cell Type and Tissue Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell type or tissue",0.672301484949606
https://pharos.nih.gov/idg/targets/P41595,P41595,"GAD Gene-Disease Associations",http://geneticassociationdb.nih.gov/,"disease or phenotype associations","disease, phenotype or trait",disease,0.481925074035384
https://pharos.nih.gov/idg/targets/P41595,P41595,"PANTHER Pathways",http://pantherdb.org/,"structural or functional annotations","functional term, phrase or reference",pathway,0.322177490580204
https://pharos.nih.gov/idg/targets/P41595,P41595,"HMDB Metabolites of Enzymes",http://www.hmdb.ca/,"physical interactions",chemical,metabolite,0.453516986831497
https://pharos.nih.gov/idg/targets/P41595,P41595,"COSMIC Cell Line Gene CNV Profiles",http://cancer.sanger.ac.uk/cancergenome/projects/cosmic/,genomics,"cell line, cell type or tissue","cell line",0.267151957501436
https://pharos.nih.gov/idg/targets/P41595,P41595,"Allen Brain Atlas Prenatal Human Brain Tissue Gene Expression Profiles",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue",tissue,0.397769274209205
https://pharos.nih.gov/idg/targets/P41595,P41595,"GTEx Tissue Gene Expression Profiles",http://www.gtexportal.org/home/,transcriptomics,"cell line, cell type or tissue",tissue,0.0993763850457966
https://pharos.nih.gov/idg/targets/P41595,P41595,"DISEASES Text-mining Gene-Disease Assocation Evidence Scores",http://diseases.jensenlab.org/Search,"disease or phenotype associations","disease, phenotype or trait",disease,0.493783932512603
https://pharos.nih.gov/idg/targets/P41595,P41595,"LOCATE Predicted Protein Localization Annotations",http://locate.imb.uq.edu.au/,proteomics,"functional term, phrase or reference","cellular component",0.114953724135193
https://pharos.nih.gov/idg/targets/P41595,P41595,"JASPAR Predicted Transcription Factor Targets",http://jaspar.genereg.net/,genomics,"gene, protein or microRNA","transcription factor",0.548913053922006
https://pharos.nih.gov/idg/targets/P41595,P41595,"Wikipathways Pathways",http://www.wikipathways.org,"structural or functional annotations","functional term, phrase or reference",pathway,0.666909719031578
https://pharos.nih.gov/idg/targets/P41595,P41595,"CTD Gene-Chemical Interactions",http://ctdbase.org/,"physical interactions",chemical,chemical,0.576954444275961
https://pharos.nih.gov/idg/targets/P41595,P41595,"Allen Brain Atlas Developing Human Brain Tissue Gene Expression Profiles by Microarray",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.688269471895809
https://pharos.nih.gov/idg/targets/P41595,P41595,"InterPro Predicted Protein Domain Annotations",http://www.ebi.ac.uk/interpro/,"structural or functional annotations","structural feature","protein domain",0.575546612337905
https://pharos.nih.gov/idg/targets/P41595,P41595,"DrugBank Drug Targets",http://www.drugbank.ca/,"physical interactions",chemical,drug,0.942365376383867
https://pharos.nih.gov/idg/targets/P41595,P41595,"TargetScan Predicted Nonconserved microRNA Targets",http://www.targetscan.org/,genomics,"gene, protein or microRNA",microRNA,0.272615031950404
https://pharos.nih.gov/idg/targets/P41595,P41595,"NURSA Protein Complexes",http://www.nursa.org/nursa/index.jsf,proteomics,"functional term, phrase or reference","protein complex",0.39982555617798
https://pharos.nih.gov/idg/targets/P41595,P41595,"Klijn et al., Nat. Biotechnol., 2015 Cell Line Gene Expression Profiles",,transcriptomics,"cell line, cell type or tissue","cell line",0.791011885016495
https://pharos.nih.gov/idg/targets/P41595,P41595,"GO Biological Process Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","biological process",0.999819731463328
https://pharos.nih.gov/idg/targets/P41595,P41595,"CCLE Cell Line Gene Expression Profiles",http://www.broadinstitute.org/ccle/home,transcriptomics,"cell line, cell type or tissue","cell line",0.576397512294396
https://pharos.nih.gov/idg/targets/P41595,P41595,"TCGA Signatures of Differentially Expressed Genes for Tumors",https://tcga-data.nci.nih.gov/tcga/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.18201431226156
https://pharos.nih.gov/idg/targets/P41595,P41595,"Roadmap Epigenomics Histone Modification Site Profiles",http://www.roadmapepigenomics.org/,genomics,"molecular profile","histone modification site profile",0.156435907020205
https://pharos.nih.gov/idg/targets/P41595,P41595,"HPA Tissue Sample Gene Expression Profiles",http://www.proteinatlas.org/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.738708773398561
https://pharos.nih.gov/idg/targets/P41595,P41595,"CCLE Cell Line Gene CNV Profiles",http://www.broadinstitute.org/ccle/home,genomics,"cell line, cell type or tissue","cell line",0.758177520996359
https://pharos.nih.gov/idg/targets/P41595,P41595,"CTD Gene-Disease Associations",http://ctdbase.org/,"disease or phenotype associations","disease, phenotype or trait",disease,0.465676300948553
https://pharos.nih.gov/idg/targets/P41595,P41595,"TISSUES Text-mining Tissue Protein Expression Evidence Scores",http://tissues.jensenlab.org/Search,"structural or functional annotations","cell line, cell type or tissue",tissue,0.438983654497432
https://pharos.nih.gov/idg/targets/P41595,P41595,"ENCODE Histone Modification Site Profiles",https://www.encodeproject.org/,genomics,"molecular profile","histone modification site profile",0.205022283137722
https://pharos.nih.gov/idg/targets/P41595,P41595,"CHEA Transcription Factor Targets",http://amp.pharm.mssm.edu/lib/chea.jsp,genomics,"gene, protein or microRNA","transcription factor",0.168704304935375
https://pharos.nih.gov/idg/targets/P41595,P41595,"TISSUES Curated Tissue Protein Expression Evidence Scores",http://tissues.jensenlab.org/Search,"structural or functional annotations","cell line, cell type or tissue",tissue,0.465191598869983
https://pharos.nih.gov/idg/targets/P41595,P41595,"GO Molecular Function Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","molecular function",0.878054051667427
https://pharos.nih.gov/idg/targets/P41595,P41595,"GEO Signatures of Differentially Expressed Genes for Transcription Factor Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","transcription factor perturbation",0.121088330007651
https://pharos.nih.gov/idg/targets/P41595,P41595,"KEGG Pathways",http://www.genome.jp/kegg/,"structural or functional annotations","functional term, phrase or reference",pathway,0.589265263058743
https://pharos.nih.gov/idg/targets/P41595,P41595,"GO Cellular Component Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","cellular component",0.557595437146311
https://pharos.nih.gov/idg/targets/P41595,P41595,"COMPARTMENTS Text-mining Protein Localization Evidence Scores",http://compartments.jensenlab.org/Search,"structural or functional annotations","functional term, phrase or reference","cellular component",0.327261236161677
https://pharos.nih.gov/idg/targets/P41595,P41595,"TRANSFAC Predicted Transcription Factor Targets",http://www.gene-regulation.com/,genomics,"gene, protein or microRNA","transcription factor",0.415790692833113
https://pharos.nih.gov/idg/targets/P41595,P41595,"HPA Tissue Gene Expression Profiles",http://www.proteinatlas.org/,transcriptomics,"cell line, cell type or tissue",tissue,0.839397634453892
https://pharos.nih.gov/idg/targets/P41595,P41595,"COMPARTMENTS Curated Protein Localization Evidence Scores",http://compartments.jensenlab.org/Search,"structural or functional annotations","functional term, phrase or reference","cellular component",0.507615340974625
https://pharos.nih.gov/idg/targets/P41595,P41595,"MotifMap Predicted Transcription Factor Targets",http://motifmap.ics.uci.edu/,genomics,"gene, protein or microRNA","transcription factor",0.270313351019455
https://pharos.nih.gov/idg/targets/P41595,P41595,"GeneRIF Biological Term Annotations",ftp://ftp.ncbi.nih.gov/gene/GeneRIF/,"structural or functional annotations","functional term, phrase or reference","biological term",0.440051382472505
https://pharos.nih.gov/idg/targets/P41595,P41595,"Klijn et al., Nat. Biotechnol., 2015 Cell Line Gene CNV Profiles",,genomics,"cell line, cell type or tissue","cell line",0.490478085902816
https://pharos.nih.gov/idg/targets/P41595,P41595,"MSigDB Signatures of Differentially Expressed Genes for Cancer Gene Perturbations",http://www.broadinstitute.org/gsea/msigdb/index.jsp,transcriptomics,"gene, protein or microRNA","gene perturbation",0.532420422221691
https://pharos.nih.gov/idg/targets/P41595,P41595,"ENCODE Transcription Factor Binding Site Profiles",https://www.encodeproject.org/,genomics,"molecular profile","transcription factor binding site profile",0.109048570984193
https://pharos.nih.gov/idg/targets/P41595,P41595,"Guide to Pharmacology Chemical Ligands of Receptors",http://www.guidetopharmacology.org/,"physical interactions",chemical,"ligand (chemical)",0.999999890795765
https://pharos.nih.gov/idg/targets/P41595,P41595,"Pathway Commons Protein-Protein Interactions",http://www.pathwaycommons.org/,"physical interactions","gene, protein or microRNA","interacting protein",0.310795736471795
https://pharos.nih.gov/idg/targets/P41595,P41595,"GEO Signatures of Differentially Expressed Genes for Viral Infections",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,organism,"virus perturbation",0.174628550040377
https://pharos.nih.gov/idg/targets/P41595,P41595,"HPA Tissue Protein Expression Profiles",http://www.proteinatlas.org/,proteomics,"cell line, cell type or tissue",tissue,0.268107864235627
https://pharos.nih.gov/idg/targets/P41595,P41595,"BioGPS Human Cell Type and Tissue Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell type or tissue",0.407912404300427
https://pharos.nih.gov/idg/targets/P41595,P41595,"GEO Signatures of Differentially Expressed Genes for Diseases",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"disease, phenotype or trait","disease perturbation",0.492325105920679
https://pharos.nih.gov/idg/targets/P41595,P41595,"BioGPS Cell Line Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell line",0.558433467286237
https://pharos.nih.gov/idg/targets/P41595,P41595,"CMAP Signatures of Differentially Expressed Genes for Small Molecules",https://www.broadinstitute.org/cmap/,transcriptomics,chemical,"small molecule perturbation",0.286887471133212
https://pharos.nih.gov/idg/targets/P41595,P41595,"ENCODE Transcription Factor Targets",https://www.encodeproject.org/,genomics,"gene, protein or microRNA","transcription factor",0.13675529286915
https://pharos.nih.gov/idg/targets/P41595,P41595,"Achilles Cell Line Gene Essentiality Profiles",http://www.broadinstitute.org/achilles,"disease or phenotype associations","cell line, cell type or tissue","cell line",0.974238650632433
https://pharos.nih.gov/idg/targets/P41595,P41595,"TRANSFAC Curated Transcription Factor Targets",http://www.gene-regulation.com/,genomics,"gene, protein or microRNA","transcription factor",0.285371835722726
https://pharos.nih.gov/idg/targets/P41595,P41595,"COSMIC Cell Line Gene Mutation Profiles",http://cancer.sanger.ac.uk/cancergenome/projects/cosmic/,genomics,"cell line, cell type or tissue","cell line",0.368613356103773
https://pharos.nih.gov/idg/targets/P41595,P41595,"Allen Brain Atlas Adult Mouse Brain Tissue Gene Expression Profiles",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue",tissue,0.754688324793478
https://pharos.nih.gov/idg/targets/P41595,P41595,"HuGE Navigator Gene-Phenotype Associations",https://phgkb.cdc.gov/PHGKB/hNHome.action,"disease or phenotype associations","disease, phenotype or trait",phenotype,0.689575501512346
https://pharos.nih.gov/idg/targets/P41595,P41595,"GEO Signatures of Differentially Expressed Genes for Small Molecules",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,chemical,"small molecule perturbation",0.308625849742227
https://pharos.nih.gov/idg/targets/P41595,P41595,"GEO Signatures of Differentially Expressed Genes for Gene Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","gene perturbation",0.998252546745274
https://pharos.nih.gov/idg/targets/P41595,P41595,"CHEA Transcription Factor Binding Site Profiles",http://amp.pharm.mssm.edu/lib/chea.jsp,genomics,"molecular profile","transcription factor binding site profile",0.17676484426817
https://pharos.nih.gov/idg/targets/P41595,P41595,"GTEx Tissue Sample Gene Expression Profiles",http://www.gtexportal.org/home/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.997571595016383
https://pharos.nih.gov/idg/targets/P41595,P41595,"HPA Cell Line Gene Expression Profiles",http://www.proteinatlas.org/,transcriptomics,"cell line, cell type or tissue","cell line",0.0547836032506889
https://pharos.nih.gov/idg/targets/P41595,P41595,"LINCS L1000 CMAP Signatures of Differentially Expressed Genes for Small Molecules",http://www.lincscloud.org/l1000/,transcriptomics,chemical,"small molecule perturbation",0.32692755818145
https://pharos.nih.gov/idg/targets/P41595,P41595,"GEO Signatures of Differentially Expressed Genes for Kinase Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","kinase perturbation",0.252355069146209
https://pharos.nih.gov/idg/targets/P41595,P41595,"GDSC Cell Line Gene Expression Profiles",http://www.cancerrxgene.org/,transcriptomics,"cell line, cell type or tissue","cell line",0.503642096813236
https://pharos.nih.gov/idg/targets/Q13639,Q13639,"GeneSigDB Published Gene Signatures",http://www.genesigdb.org,transcriptomics,"functional term, phrase or reference",PubMedID,0.377201611258567
https://pharos.nih.gov/idg/targets/Q13639,Q13639,"Reactome Pathways",http://www.reactome.org,"structural or functional annotations","functional term, phrase or reference",pathway,0.49633239803069
https://pharos.nih.gov/idg/targets/Q13639,Q13639,"MPO Gene-Phenotype Associations",http://www.informatics.jax.org/phenotypes.shtml,"disease or phenotype associations","disease, phenotype or trait",phenotype,0.392923777020947
https://pharos.nih.gov/idg/targets/Q13639,Q13639,"GAD High Level Gene-Disease Associations",http://geneticassociationdb.nih.gov/,"disease or phenotype associations","disease, phenotype or trait",disease,0.689250851113796
https://pharos.nih.gov/idg/targets/Q13639,Q13639,"BioGPS Mouse Cell Type and Tissue Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell type or tissue",0.672301484949606
